-5.30361	-10.1731
-3.23511	-5.51372
0.524383	-14.1315
-1.93171	-6.37629
-7.09843	-7.57207
-3.83885	-12.3482
-7.23819	-9.59413
-1.04792	-12.9807
-3.60064	-16.4634
-5.24506	-16.1325
-4.67771	-13.35
-4.91862	-19.2851
-5.08846	-7.59108
-4.90528	-5.98519
-3.36494	-4.24015
-1.93965	-2.47914
-4.02938	-3.90375
-0.86466	-3.32366
-8.10824	-2.8299
-0.590707	-4.59237
-1.62582	-6.63899
-3.27071	-9.40244
-3.318	-7.49249
-2.23916	-11.4641
-4.27454	-8.94499
-2.60824	-7.42141
-9.12536	-10.4809
-3.9527	-17.2435
-5.19128	-10.8594
-6.8278	-10.8334
-5.05262	-11.5024
-0.182244	-18.286
-2.21884	-10.5254
-2.56906	-18.6928
-6.78773	-18.6641
-5.89647	-25.467
-6.91828	-31.7693
-4.81588	-28.5821
-6.85467	-22.9804
-1.50773	-10.2774
2.25299	-15.5205
5.78321	-10.8181
3.51465	-6.94377
-2.7055	-14.9557
0.443871	-12.1726
-2.76171	-10.2857
-3.63512	-13.02
-4.66008	-12.6856
-7.85083	-10.3755
-3.97903	-18.7037
-6.03479	-20.6581
-2.02495	-19.0521
-1.84709	-23.3399
4.61398	-11.406
3.9709	-14.0968
3.2066	-18.477
5.22681	-14.5836
-6.02922	-11.636
-0.642411	-16.6278
0.483762	-11.186
0.710095	-16.9939
-8.64342	-22.6192
-3.98801	-15.7846
-2.83689	-18.5962
1.38076	-25.7686
-2.76783	-33.5823
-5.28434	-29.4357
-10.8393	-29.5767
-13.5734	-30.4207
-12.429	-32.3024
-9.70562	-35.022
-5.05729	-32.7162
-2.89054	-27.2443
-3.62121	-24.2841
-3.04334	-22.0931
-8.68152	-22.589
-9.50774	-25.2574
-5.179	-24.1353
-5.55862	-19.4892
-3.39796	-15.8139
-5.90719	-18.6962
-13.3623	-14.2054
-4.20101	-18.4799
-11.4199	-24.0438
-13.3053	-17.6692
-9.31877	-17.3628
-8.17633	-9.4383
-9.03243	-16.5285
-9.28511	-15.6913
4.5732	-10.1813
2.67506	-16.1817
0.170056	-21.3104
2.70773	-18.548
1.70629	-19.8099
2.14941	-20.0359
3.18473	-22.1963
3.0973	-21.3496
4.18708	-23.3972
-5.57839	-21.1657
-5.58722	-20.2213
-2.9119	-18.972
3.94612	-22.8036
4.33613	-27.1443
3.04117	-26.0245
2.97864	-18.5742
4.08763	-12.8264
3.33433	-19.7632
0.524578	-13.3923
0.191612	-11.0946
1.95819	-12.6442
-11.7589	-18.1866
-10.3113	-14.6201
-7.32043	-20.7845
-1.95985	-26.533
-4.12005	-30.5906
-6.36838	-32.682
-4.25165	-29.2345
4.69878	-23.9382
3.23543	-23.1937
0.500509	-21.9739
6.55724	-25.2717
3.19027	-23.5114
-4.22129	-23.4021
-14.0206	-18.5216
-16.0247	-14.1446
-17.2667	-15.8488
-18.1416	-13.5529
-15.3823	-17.5983
-18.3041	-20.8062
-18.3556	-16.3873
-14.5296	-23.5912
-16.0697	-21.4446
-8.67652	-20.3935
-13.9107	-17.6191
-10.0692	-16.2929
-10.4447	-12.4982
-7.61698	-12.2624
-4.29843	-14.1458
-6.99086	-11.9315
-6.50784	-7.55646
-1.02298	-7.63136
-3.51229	-11.6756
-2.57452	-16.284
-1.8889	-17.03
-8.13755	-18.0433
-7.33155	-17.6526
-5.70638	-17.2063
-6.25013	-12.9388
-3.87871	-21.9304
-0.0670702	-20.796
-0.194111	-11.054
2.79851	-7.11907
2.42722	-6.24349
5.70244	-2.63268
0.0563246	-9.60724
-4.81566	-9.36767
2.04828	-7.07756
0.242393	-9.11074
-0.413568	-5.79056
0.648624	-10.16
0.655959	-20.4704
8.40742	-27.0934
-1.09413	-25.0954
-0.581809	-17.3619
1.96415	-15.5072
6.53975	-6.50877
7.20929	-9.40867
9.91014	-0.173844
9.35594	0.560688
3.69859	3.51047
1.47471	-5.45101
-11.977	-8.7993
-4.1547	-6.54403
-4.35166	-20.8866
-5.54502	-18.8489
-3.35594	-21.8874
-0.0960717	-23.6137
-0.192339	-26.4781
-3.42174	-29.1987
-14.8364	-28.0339
-6.88581	-15.0402
-11.7926	-23.0384
-13.3265	-11.2039
-15.3216	-18.3118
-7.54854	-11.6228
-1.92496	-7.70293
-7.92351	-11.1487
0.252042	-11.5705
-3.29474	-15.1102
-0.237129	-11.3019
-1.95341	-17.2258
6.50285	-9.60583
2.43903	-8.55734
0.738351	-11.8474
-1.92325	-7.78007
-6.28465	-9.68989
1.78288	-1.43946
-5.73054	-9.25656
1.35783	-8.43145
-0.325797	-6.69692
2.52833	0.239686
-1.60556	-6.94959
-3.89697	-4.10641
-0.184638	-5.88659
-0.136288	-6.66749
-9.68397	-9.83345
-6.00965	-6.91979
-7.47129	-9.34623
-4.75205	-5.92327
-7.9076	-1.1844
-10.6491	-9.73108
-16.7166	-5.08756
-15.932	0.00113687
-14.6313	-8.32928
-11.4978	-3.47798
-12.5206	-3.15439
-8.98997	6.05016
-9.16414	-5.77618
-5.92241	0.22262
-7.21414	-4.60065
-3.76546	5.65036
-11.7593	-10.4309
-10.1559	-13.0638
-9.17834	-7.39679
-3.76302	-8.29803
2.75643	-18.3852
0.245904	-22.7247
-1.84292	-25.8518
-7.93049	-21.6228
-10.1387	-18.6162
-10.4411	-17.8829
-7.2618	-13.1279
-4.8152	-15.6543
-5.59145	-14.2384
2.81513	-16.6941
3.75409	-19.1827
-1.48312	-19.081
-5.94627	-25.4177
-0.7961	-18.0186
-0.594427	-21.9464
-1.50375	-21.6418
5.80258	-18.0085
-3.50597	-15.4088
-0.658296	-11.4749
-0.324163	-9.71222
-0.617732	-7.91998
0.668042	-2.79721
-2.93914	-11.006
-3.20956	-12.4123
1.40415	-15.3503
3.58535	-9.72202
-0.518322	-13.9699
-0.121492	-10.531
0.558416	-10.7033
-6.9772	-18.8592
-12.4654	-20.0936
-10.8123	-19.3692
2.63647	-12.6368
-7.92477	-21.6071
-7.56581	-21.2174
-11.9335	-21.8435
-8.25209	-19.7282
-9.34715	-14.1684
-19.342	-23.9757
-19.2702	-23.6392
-18.3211	-20.4212
-12.583	-16.2497
-8.55268	-15.6971
-7.83996	-17.7504
-9.67833	-20.0661
-13.0265	-20.3547
-11.0024	-24.6932
-4.03515	-28.7366
1.92382	-23.7761
1.17665	-23.7004
2.87703	-17.269
4.86846	-22.0692
5.59481	-20.0067
6.24674	-17.26
0.337506	-11.647
-1.87602	-19.3641
-5.40048	-24.725
-5.73243	-23.7067
-3.38526	-19.6711
-3.10101	-14.8559
-3.35354	-8.16578
-2.3102	-4.74386
-4.37905	-10.7179
-8.95532	-14.3389
-3.58513	-9.8293
-9.98838	-7.48888
-10.4531	-10.5567
-4.18568	-8.24725
-5.36375	-5.78084
3.43874	-13.3824
0.890931	-14.8647
4.53834	-16.8354
5.9375	-20.2386
3.72731	-27.7321
3.47127	-24.9784
0.904691	-26.1149
2.08014	-19.7755
5.01995	-11.2327
8.1933	-7.83562
8.78829	-13.2535
-0.785222	-7.7131
-0.23749	-10.7064
0.354737	-7.65598
1.65664	-9.42799
-0.0710794	-9.17698
2.37942	-8.94168
1.94641	-6.38152
-1.52975	-11.8312
0.817613	-10.9199
0.448254	-11.6973
1.37641	-2.01438
-0.194402	-10.0702
4.09752	-4.07513
12.4294	-7.5363
5.27631	-4.12326
8.17672	-6.92642
8.45725	-9.49743
5.40978	-4.84883
6.59429	-9.87025
11.479	-9.63358
6.89665	-8.0065
9.98885	-2.15444
8.92784	-12.5641
-6.79765	-24.3182
-6.47397	-22.8153
-8.27745	-31.8477
-7.50995	-34.5829
-14.4561	-26.1257
-12.9663	-22.6988
-8.91506	-25.039
-5.02834	-29.2388
-7.08028	-34.2601
-12.6199	-22.8474
-1.28062	-25.7865
-5.2412	-23.54
-6.44825	-28.0956
-5.6635	-21.3448
-10.5751	-27.152
-7.05039	-15.4526
-3.7174	-15.728
-5.01892	-17.0093
-0.803718	-7.70443
-0.824613	-21.0512
-0.276232	-19.9635
-3.57565	-15.0676
-3.03469	-10.8722
-6.24052	-8.0689
-1.96817	-16.1934
-2.72133	-12.6851
-0.57342	-13.2561
-2.70734	-19.4173
-6.70594	-13.587
-3.20252	-16.1063
-2.79818	-10.6349
-4.05698	-8.97785
-3.12697	-11.2413
-4.02569	-13.3203
0.917492	-10.5672
-1.82593	-11.9482
-2.29429	-7.66747
-1.70242	-10.5075
1.93349	-12.9395
3.18352	-10.1784
4.01975	-9.01462
2.37055	-9.04235
-0.336328	-8.75844
1.88746	-8.0366
3.26647	-12.8824
0.434873	-14.098
2.37722	-14.0642
-3.2565	-21.5991
5.30578	-14.7532
-6.81374	-14.856
-3.15197	-15.5292
-6.39337	-14.9924
-1.41701	-18.245
-3.19261	-10.5167
3.29944	-10.9018
0.725937	-20.4492
1.38523	-23.4886
4.13535	-18.1272
